Only implemented for bundle product,Прилага се само към пакетни продукти
"Product with specified sku: ""%1"" is not a bundle product","Продуктът с посочения кат. номер: ""%1"" не е пакетен продукт"
Bundle product could not contain another composite product,Пакетният продукт не може да съдържа друг сложен продукт
Id field of product link is required,Изисква се id на връзка на продукт
"Can not find product link with id ""%1""","Не можем да открием връзка на продукт с id ""%1"""
"Could not save child: ""%1""","Не може да се запази под-продуктът ""%1"""
"Product with specified sku: ""%1"" does not contain option: ""%2""","Продуктът с посочения кат. номер: ""%1"" не съдържа опция: ""%2"""
"Child with specified sku: ""%1"" already assigned to product: ""%2""","Под-продукт с посочения кат. номер: ""%1"" вече е прикрепен към продукта ""%2"""
Product with specified sku: %1 is not a bundle product,Продуктът с посочения кат. номер: %1 не е пакетен продукт
Requested bundle option product doesn't exist,Зададеният продукт с пакетна опция не съществува
Requested option doesn't exist,Зададената опция не съществува
Cannot delete option with id %1,Не може да се изтрие опцията с id %1
Could not save option,Неуспешно запазване на опцията
Price Range,Ценови обхват
As Low as,За по-малко от
Together,Заедно
Separately,Отделно
Please specify product option(s).,"Моля, посочете продуктова/и опция/и."
The options you selected are not available.,"Опциите, които избрахте, не са налични."
The required options you selected are not available.,"Задължителните опции, които избрахте, не са налични."
Please select all required options.,"Моля, изберете всички задължителни опции."
We can't add this item to your shopping cart right now.,В момента не можем да добавим този артикул към количката.
N/A,не е налично
Percent,Процент
We can't save custom-defined options for bundles with dynamic pricing.,Не може да се съхранят дефинирани от потребителя опции за пакети с динамично ценообразуване.
Add Selected Products,Добави избраните продукти
Add Option,Добави опция
New Option,Нова опция
Option Title,Заглавие на опцията
Default Title,Заглавие по подразбиране
Store View Title,Заглавие за изгледа на магазина
Input Type,Тип входящи данни
Radio Buttons,Радио бутони
Checkbox,Отметка
Multiple Select,Множествен избор
Required,Задължително
Is Default,е по подразбиране
Default Quantity,Количество по подразбиране
User Defined,Дефинирано от потребителя
Price Type,Ценови тип
Quantity:,Количество:
Choose a selection...,Изберете селекция...
Ship Bundle Items,Доставяне на пакетни артикули
Position,Позиция
There are no products in this option.,В тази опция няма продукти.
Default,По подразбиране
Ordered,Поръчано
Invoiced,Фактурирано
Shipped,Изпратено
Refunded,Сторнирано
Canceled,Отказано
As low as,За по-малко от
Regular Price,Редовна цена
Buy %1 with %2 discount each,"Купете %1, всеки с отстъпка %2"
Go back to product details,Обратно в описанието на продукта
Customize and Add to Cart,Избор на опции и добавяне в количката
* Required Fields,* Задължителни полета
Your Customization,Вашите избрани опции
Availability,Наличност
Summary,Обобщение
%1 x %2,%1 x %2
Availability:,Наличност:
Customize %1,Избор на опции %1
No options of this product are available.,Не са налични опции за този продукт.
Gift Message,Послание към получателя
From:,От:
To:,До:
Message:,Послание:
Product Name,Име на продукт
Subtotal,Междинна сума
Discount Amount,Отстъпка
Row Total,Общо ред
Qty Invoiced,Фактурирани бр.
Qty Shipped,Изпратени бр.
Always,Винаги
After number of attempts to login,След брой опити за влизане
Provided form does not exist,Provided form does not exist
Incorrect CAPTCHA,Incorrect CAPTCHA
The account is locked. Please wait and try again or contact %1.,The account is locked. Please wait and try again or contact %1.
Please enter the letters from the image,Please enter the letters from the image
<strong>Attention</strong>: Captcha is case sensitive.,<strong>Attention</strong>: Captcha is case sensitive.
Reload captcha,Reload captcha
Please type the letters below,Моля въведете кода от картинката
There are no product types available for export.,There are no product types available for export.
Entity type model must be an instance of Magento\CatalogImportExport\Model\Import\Product\Type\AbstractType,Entity type model must be an instance of Magento\CatalogImportExport\Model\Import\Product\Type\AbstractType
"Category ""%1"" has not been created.","Category ""%1"" has not been created."
File directory '%1' is not readable.,File directory '%1' is not readable.
File directory '%1' is not writable.,File directory '%1' is not writable.
Value for 'price' sub attribute in 'store' attribute contains incorrect value,Value for 'price' sub attribute in 'store' attribute contains incorrect value
"Value for 'type' sub attribute in 'custom_options' attribute contains incorrect value, acceptable values are: 'dropdown', 'checkbox'","Value for 'type' sub attribute in 'custom_options' attribute contains incorrect value, acceptable values are: 'dropdown', 'checkbox'"
Please enter a value for title.,Please enter a value for title.
Value for 'price' sub attribute in 'custom_options' attribute contains incorrect value,Value for 'price' sub attribute in 'custom_options' attribute contains incorrect value
Value for 'maximum characters' sub attribute in 'custom_options' attribute contains incorrect value,Value for 'maximum characters' sub attribute in 'custom_options' attribute contains incorrect value
Value for 'sort order' sub attribute in 'custom_options' attribute contains incorrect value,Value for 'sort order' sub attribute in 'custom_options' attribute contains incorrect value
Value for 'value price' sub attribute in 'custom_options' attribute contains incorrect value,Value for 'value price' sub attribute in 'custom_options' attribute contains incorrect value
This name is already being used for custom option. Please enter a different name.,This name is already being used for custom option. Please enter a different name.
Custom options have different types.,Custom options have different types.
Every option entity must have a parent product entity.,Every option entity must have a parent product entity.
Please correct the parameters.,Please correct the parameters.
File '%1' was not found or has read restriction.,File '%1' was not found or has read restriction.
ALL GROUPS,Всички Групи
Customer Group,Клиентска група
Minimum Qty,Минимално количество
Add Minimum Qty,Добави минимално количество
We can't rebuild the index for an undefined product.,We can't rebuild the index for an undefined product.
Could not rebuild index for empty products array,Could not rebuild index for empty products array
Invalid stock id: %1. Only default stock with id %2 allowed,Invalid stock id: %1. Only default stock with id %2 allowed
Invalid stock item id: %1. Should be null or numeric value greater than 0,Invalid stock item id: %1. Should be null or numeric value greater than 0
Invalid stock item id: %1. Assigned stock item id is %2,Invalid stock item id: %1. Assigned stock item id is %2
The stock item for Product is not valid.,Статус Налични количества на продукта е невалиден.
This product is out of stock.,This product is out of stock.
Some of the products are out of stock.,Some of the products are out of stock.
The stock item for Product in option is not valid.,Статус Налични количества в опциите на продукта е невалиден.
Undefined product type,Undefined product type
%1 is not a correct comparison method.,%1 is not a correct comparison method.
No Backorders,Без върнати поръчки
Allow Qty Below 0,Позволи количества под 0
Allow Qty Below 0 and Notify Customer,Позволи количества под 0 и уведоми клиента
In Stock,В наличност
Out of Stock,Не е в наличност
Unable to save Stock Item,Unable to save Stock Item
"Stock Item with id ""%1"" does not exist.","Stock Item with id ""%1"" does not exist."
"Unable to remove Stock Item with id ""%1""","Unable to remove Stock Item with id ""%1"""
Unable to save Stock,Unable to save Stock
"Stock with id ""%1"" does not exist.","Stock with id ""%1"" does not exist."
"Unable to remove Stock with id ""%1""","Unable to remove Stock with id ""%1"""
Unable to save Stock Status,Unable to save Stock Status
Unable to remove Stock Status for product %1,Unable to remove Stock Status for product %1
Not all of your products are available in the requested quantity.,Not all of your products are available in the requested quantity.
"Product with SKU ""%1"" does not exist","Product with SKU ""%1"" does not exist"
The fewest you may purchase is %1.,The fewest you may purchase is %1.
Please correct the quantity for some products.,Please correct the quantity for some products.
The most you may purchase is %1.,The most you may purchase is %1.
"We don't have as many ""%1"" as you requested.","We don't have as many ""%1"" as you requested."
"We don't have as many ""%1"" as you requested, but we'll back order the remaining %2.","We don't have as many ""%1"" as you requested, but we'll back order the remaining %2."
"We don't have ""%1"" in the requested quantity, so we'll back order the remaining %2.","We don't have ""%1"" in the requested quantity, so we'll back order the remaining %2."
You can buy %1 only in quantities of %2 at a time.,You can buy %1 only in quantities of %2 at a time.
You can buy this product only in quantities of %1 at a time.,You can buy this product only in quantities of %1 at a time.
Decimal qty increments is not allowed.,Decimal qty increments is not allowed.
Stock Status,Stock Status
Advanced Inventory,Advanced Inventory
%1 is available to buy in increments of %2,%1 is available to buy in increments of %2
Only %1 left,Only %1 left
Product availability,Product availability
Qty,Кол.
Delete Rule,Иззтрий правило
Save and Apply,Запиши и приложи
Save and Continue Edit,Запиши и продължи с редакция
Catalog Price Rule,Правило за Каталожна цена
Add New Rule,Добави ново правило
Apply Rules,Прилагане на Правилата
Conditions,Условия
Conditions (don't add conditions if rule is applied to all products),Conditions (don't add conditions if rule is applied to all products)
Type,Тип
Attribute Set,Attribute Set
Promotions,Промоции
"We found updated rules that are not applied. Please click ""Apply Rules"" to update your catalog.","We found updated rules that are not applied. Please click ""Apply Rules"" to update your catalog."
We can't apply the rules.,We can't apply the rules.
You deleted the rule.,You deleted the rule.
We can't delete this rule right now. Please review the log and try again.,We can't delete this rule right now. Please review the log and try again.
We can't find a rule to delete.,We can't find a rule to delete.
This rule no longer exists.,Това правило вече не съществува.
New Catalog Price Rule,New Catalog Price Rule
Edit Rule,Редактирай правило
New Rule,Ново правило
You saved the rule.,You saved the rule.
Something went wrong while saving the rule data. Please review the error log.,Something went wrong while saving the rule data. Please review the error log.
Promo,Промоция
Unable to save rule %1,Unable to save rule %1
"Rule with specified ID ""%1"" not found.","Rule with specified ID ""%1"" not found."
Unable to remove rule %1,Unable to remove rule %1
Percentage discount should be between 0 and 100.,Percentage discount should be between 0 and 100.
Discount value should be 0 or greater.,Discount value should be 0 or greater.
Unknown action.,Unknown action.
Update the Product,Обнови продукта
Rule price,Цена според Правило
To Fixed Value,Към фиксирана стойност
To Percentage,Към процент
By Fixed value,По фиксирана стойност
By Percentage,По процент
Update product's %1 %2: %3,Update product's %1 %2: %3
Apply as percentage of original,Apply as percentage of original
Apply as fixed amount,Apply as fixed amount
Adjust final price to this percentage,Adjust final price to this percentage
Adjust final price to discount value,Adjust final price to discount value
Conditions Combination,Комбинация от условия
Product Attribute,Продуктов атрибут
Updated rules applied.,Updated rules applied.
"You disabled %1 Catalog Price Rules based on ""%2"" attribute.","You disabled %1 Catalog Price Rules based on ""%2"" attribute."
Go to Home Page,Към начална страница
Catalog Advanced Search,Продуктов каталог - разширено търсене
All,Всичко
Results,Резултати
Grid,Табличен изглед
List,Списък
Search Weight,Search Weight
Relevance,Точност
Search results for: '%1',Search results for: '%1'
Minimum Search query length is %1,Minimum Search query length is %1
Please specify at least one search term.,"Моля, въведете поне един израз за търсене."
%1 and greater,%1 and greater
up to %1,up to %1
Category,Категория
%1 and above,%1 and above
%1 - %2,%1 - %2
"Sorry, something went wrong. You can find out more in the error log.","Sorry, something went wrong. You can find out more in the error log."
Bucket does not exist,Bucket does not exist
Search Settings,Настройки за търсене
Advanced Search,Разширено търсене
<strong>%1 item</strong> were found using the following search criteria,<strong>%1 item</strong> were found using the following search criteria
<strong>%1 items</strong> were found using the following search criteria,<strong>%1 items</strong> were found using the following search criteria
We can't find any items matching these search criteria.,We can't find any items matching these search criteria.
Modify your search.,Modify your search.
name,name
Don't see what you're looking for?,Не виждате това което търсите?
Your search returned no results.,Your search returned no results.
Create Permanent Redirect for old URL,Create Permanent Redirect for old URL
Please choose a condition to add.,Please choose a condition to add.
Root,Главен
Use Config Settings,Използвай Конфигурационни настройки
Use All Available Attributes,Използвай всички налични атрибути
Add Subcategory,Добави под-категория
Add Root Category,Добави главна категория
Day,Ден
Month,Месец
Year,Година
"<label class=""label""><span>from</span></label>","<label class=""label""><span>from</span></label>"
"<label class=""label""><span>to</span></label>","<label class=""label""><span>to</span></label>"
[GLOBAL],[ГЛОБАЛНО]
[WEBSITE],[УЕБСАЙТ]
[STORE VIEW],[ИЗГЛЕД НА МАГАЗИН]
WYSIWYG Editor,WYSIWYG Редактор
Add Product,Добави продукт
Product Attributes,Продукт Атрибути
Add New Attribute,Добави нов атрибут
Save Attribute,Запиши атрибут
Save in New Attribute Set,Save in New Attribute Set
Enter Name for New Attribute Set,Enter Name for New Attribute Set
Delete Attribute,Изтрий Атрибут
"Edit Product Attribute ""%1""","Edit Product Attribute ""%1"""
New Product Attribute,Нов атрибут на продукт
Advanced Attribute Properties,Advanced Attribute Properties
Attribute Code,Атрибут Код
This is used internally. Make sure you don't use spaces or more than %1 symbols.,This is used internally. Make sure you don't use spaces or more than %1 symbols.
Default Value,Стойност по подразбиране
Unique Value,Уникална стойност
Unique Value (not shared with other products),Unique Value (not shared with other products)
Not shared with other products.,Not shared with other products.
Input Validation for Store Owner,Входяща валидация за собственик на магазина
Add to Column Options,Add to Column Options
"Select ""Yes"" to add this attribute to the list of column options in the product grid.","Select ""Yes"" to add this attribute to the list of column options in the product grid."
Use in Filter Options,Use in Filter Options
"Select ""Yes"" to add this attribute to the list of filter options in the product grid.","Select ""Yes"" to add this attribute to the list of filter options in the product grid."
Website,Уебсайт
Global,Глобално
Scope,Обхват
Declare attribute value saving scope.,Declare attribute value saving scope.
Storefront Properties,Storefront Properties
Use in Search,Use in Search
Visible in Advanced Search,Visible in Advanced Search
Comparable on Storefront,Comparable on Storefront
Use for Promo Rule Conditions,Използвай за условие в промоционални правила
Enable WYSIWYG,Разреши WYSIWYG
Allow HTML Tags on Storefront,Allow HTML Tags on Storefront
Visible on Catalog Pages on Storefront,Visible on Catalog Pages on Storefront
Used in Product Listing,Използван в списък с продукти
Depends on design theme.,Depends on design theme.
Used for Sorting in Product Listing,Използван за сортиране в списък с продукти
Media Image,Изображение
Gallery,Галерия
System Properties,Системни настройки
Data Type for Saving in Database,Тип информация за съхранение в БД
Text,Текст
Varchar,Текст
Static,Статично
Datetime,Дата/час
Decimal,Десетичен
Integer,Цяло число
Globally Editable,Глобално позволен за редактиране
Attribute Information,Информация за атрибута
Properties,Настройки
Manage Labels,Manage Labels
Visible,Видимо
Searchable,Позволено за търсене
Comparable,Сравним
Delete Selected Group,Изтрий избраната група
You are about to delete all products in this attribute set. Are you sure you want to do that?,You are about to delete all products in this attribute set. Are you sure you want to do that?
New Set Name,Ново име на група
Edit Attribute Set '%1',Edit Attribute Set '%1'
Empty,Празно
Add Attribute,Добави атрибут
Add New Group,Добави нова група
Add Group,Добави група
Edit Attribute Set Name,Edit Attribute Set Name
For internal use,For internal use
Based On,Базиран на
Add New Attribute Set,Добави нова група атрибути
Add Attribute Set,Add Attribute Set
Attribute Sets,Attribute Sets
Close Window,Затвори прозореца
New Product,Нов продукт
Save & Edit,Save & Edit
Save & New,Save & New
Save & Duplicate,Save & Duplicate
Save & Close,Save & Close
Attributes,Атрибути
Change,Промяна
Websites,Уебсайтове
Products Information,Информация за продукти
Create Category,Create Category
Category Name,Category Name
Parent Category,Главна категория
"If there are no custom parent categories, please use the default parent category. You can reassign the category at any time in <a href=""%1"" target=""_blank"">Products > Categories</a>.","If there are no custom parent categories, please use the default parent category. You can reassign the category at any time in <a href=""%1"" target=""_blank"">Products > Categories</a>."
Price Alert Subscriptions,Price Alert Subscriptions
Stock Alert Subscriptions,Stock Alert Subscriptions
There are no customers for this alert.,Няма клиенти за това предупреждение.
Subscribe Date,Subscribe Date
Last Notified,Last Notified
Send Count,Изпращане на бройка
New Attribute,Нов атрибут
Visibility,Видимост
Add New Option,Добави нова опция
Import Options,Import Options
Use Default,Използвай по подразбиране
Import,Импорт
Add New Row,Добави нов ред
Delete Row,Изтрий ред
Tier Pricing,Ценообразуване по нива
Default Price,Цена по подразбиране
Add Price,Add Price
Default Values,Стойности по подразбиране
Related Products,Свързани продукти
Up-sells,Допълнителни продажби
Cross-sells,Кръстосани продажби
Size for %1,Size for %1
Watermark File for %1,Watermark File for %1
Position of Watermark for %1,Position of Watermark for %1
Name in %1,Name in %1
Edit,Редактирай
Change Status,Change Status
Update Attributes,Обнови атрибути
start typing to search category,start typing to search category
New Category,Нова категория
Add New Images,Добави нови изображения
Inc. Tax,С вкл. данък
Does this have a weight?,Does this have a weight?
Notify Low Stock RSS,RSS Предупреждение за ниски наличности
Low Stock Products,Low Stock Products
%1 has reached a quantity of %2.,%1 has reached a quantity of %2.
Subscribe to RSS Feed,Абонирай се за RSS данни
Products Comparison List,Списък за сравнение
AM,АМ
PM,PM
New Products from %1,New Products from %1
New Products,Нови продукти
%1 - Special Products,%1 - Special Products
Click for price,Кликни за цена
Special Expires On: %1,Special Expires On: %1
Price: %1,Price: %1
Special Price: %1,Special Price: %1
Special Products,Специални продукти
Manage Catalog Categories,Управление на Категории
Manage Categories,Управление на Категории
You deleted the category.,You deleted the category.
Something went wrong while trying to delete the category.,Something went wrong while trying to delete the category.
Categories,Категории
Category is not available for requested store.,Category is not available for requested store.
There was a category move error. %1,There was a category move error. %1
There was a category move error.,There was a category move error.
You moved the category,You moved the category
"Attribute ""%1"" is required.","Attribute ""%1"" is required."
You saved the category.,You saved the category.
Something went wrong while saving the category.,Something went wrong while saving the category.
Please select products for attributes update.,Please select products for attributes update.
Please make sure to define SKU values for all processed products.,Please make sure to define SKU values for all processed products.
A total of %1 record(s) were updated.,A total of %1 record(s) were updated.
Something went wrong while updating the product(s) attributes.,Something went wrong while updating the product(s) attributes.
Unable to add attribute,Unable to add attribute
"Please, specify attributes","Please, specify attributes"
Manage Product Attributes,Управление на Атрибути на продукт
We can't delete the attribute.,We can't delete the attribute.
You deleted the product attribute.,You deleted the product attribute.
We can't find an attribute to delete.,We can't find an attribute to delete.
This attribute no longer exists.,This attribute no longer exists.
This attribute cannot be edited.,Атрибутът не може да бъде редактиран.
Edit Product Attribute,Редактирай продуктов атрибут
An attribute set named '%1' already exists.,An attribute set named '%1' already exists.
Something went wrong while saving the attribute.,Something went wrong while saving the attribute.
"Attribute code ""%1"" is invalid. Please use only letters (a-z), numbers (0-9) or underscore(_) in this field, first character should be a letter.","Attribute code ""%1"" is invalid. Please use only letters (a-z), numbers (0-9) or underscore(_) in this field, first character should be a letter."
We can't update the attribute.,We can't update the attribute.
You saved the product attribute.,You saved the product attribute.
An attribute with this code already exists.,An attribute with this code already exists.
An attribute with the same code (%1) already exists.,An attribute with the same code (%1) already exists.
You duplicated the product.,You duplicated the product.
This product doesn't exist.,This product doesn't exist.
Invalid product id. Should be numeric value greater than 0,Invalid product id. Should be numeric value greater than 0
Products,Продукти
A group with the same name already exists.,Вече съществува група с това име.
Something went wrong while saving this group.,Something went wrong while saving this group.
A total of %1 record(s) have been deleted.,A total of %1 record(s) have been deleted.
A total of %1 record(s) have been updated.,A total of %1 record(s) have been updated.
Something went wrong while updating the product(s) status.,Something went wrong while updating the product(s) status.
Unable to save product,Unable to save product
You saved the product.,You saved the product.
SKU for product %1 has been changed to %2.,SKU for product %1 has been changed to %2.
The image cannot be removed as it has been assigned to the other image role,The image cannot be removed as it has been assigned to the other image role
New Attribute Set,New Attribute Set
The attribute set has been removed.,Атрибут групата беше изтрита.
We can't delete this set right now.,We can't delete this set right now.
New Set,Нова група
Manage Product Sets,Управление на Продукт групи
Manage Attribute Sets,Управление на Атрибут групи
This attribute set no longer exists.,Атрибут групата вече не съществува.
You saved the attribute set.,You saved the attribute set.
Something went wrong while saving the attribute set.,Something went wrong while saving the attribute set.
You added product %1 to the comparison list.,You added product %1 to the comparison list.
You cleared the comparison list.,You cleared the comparison list.
Something went wrong  clearing the comparison list.,Something went wrong  clearing the comparison list.
You removed product %1 from the comparison list.,You removed product %1 from the comparison list.
1 item,1 item
%1 items,%1 items
Invalid attribute %1,Invalid attribute %1
Bad controller interface for showing product,Bad controller interface for showing product
Product is not loaded,Продукта не е зареден
Make sure the To Date is later than or the same as the From Date.,Make sure the To Date is later than or the same as the From Date.
"Sorry, but we can't find the new parent category you selected.","Sorry, but we can't find the new parent category you selected."
"Sorry, but we can't find the new category you selected.","Sorry, but we can't find the new category you selected."
We can't move the category because the parent category name matches the child category name.,We can't move the category because the parent category name matches the child category name.
Something went wrong while getting the image url.,Something went wrong while getting the image url.
Can't delete root category.,Can't delete root category.
"The value of attribute ""%1"" must be unique.","The value of attribute ""%1"" must be unique."
Default Product Listing Sort by does not exist in Available Product Listing Sort By.,Default Product Listing Sort by does not exist in Available Product Listing Sort By.
No layout updates,Няма обновяване на оформлението
Products only,Само продукти
Static block only,Само статичен блок
Static block and products,Статичен блок и продукти
Please select a static block.,Please select a static block.
frontend_label,frontend_label
"Could not save product ""%1"" with position %2 to category %3","Could not save product ""%1"" with position %2 to category %3"
Category does not contain specified product,Category does not contain specified product
"Could not save product ""%product"" with position %position to category %category","Could not save product ""%product"" with position %position to category %category"
Operation do not allow to move a parent category to any of children category,Operation do not allow to move a parent category to any of children category
Could not move category,Could not move category
Could not save category: %1,Could not save category: %1
Cannot delete category with id %1,Cannot delete category with id %1
-- Please Select a Category --,-- Моля изберете категория --
Grid Only,Само Таблично
List Only,Само списък
Grid (default) / List,Таблично (по подразбиране) / Списък
List (default) / Grid,Списък (по подразбиране) / Табличен изглед
Automatic (equalize price ranges),Automatic (equalize price ranges)
Automatic (equalize product counts),Automatic (equalize product counts)
Manual,Manual
-- Please select --,-- Моля изберете --
Product Thumbnail Itself,Изображение за преглед на самия продукт
Parent Product Thumbnail,Изображение за изглед на главен продукт
12h AM/PM,12ч AM/PM
24h,24ч
Stretch,Stretch
Tile,Плочка
Top/Left,Горе/Ляво
Top/Right,Горе/Дясно
Bottom/Left,Долу/Ляво
Bottom/Right,Долу/Дясно
Center,Център
%1 doesn't extends \Magento\Framework\Model\AbstractModel,%1 doesn't extends \Magento\Framework\Model\AbstractModel
Something went wrong while saving the file(s).,Something went wrong while saving the file(s).
File can not be saved to the destination folder.,File can not be saved to the destination folder.
"Unknown EAV indexer type ""%1"".","Unknown EAV indexer type ""%1""."
Bad value was supplied.,Bad value was supplied.
The Flat Catalog module has a limit of %2$d filterable and/or sortable attributes.Currently there are %1$d of them.Please reduce the number of filterable/sortable attributes in order to use this module,The Flat Catalog module has a limit of %2$d filterable and/or sortable attributes.Currently there are %1$d of them.Please reduce the number of filterable/sortable attributes in order to use this module
"Unsupported product type ""%1"".","Unsupported product type ""%1""."
Please correct the category.,Please correct the category.
Must be category model instance or its id.,Must be category model instance or its id.
The attribute model is not defined.,The attribute model is not defined.
%1 doesn't extend \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface,%1 doesn't extend \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface
%1 doesn't extends \Magento\Catalog\Model\Layer\Filter\AbstractFilter,%1 doesn't extends \Magento\Catalog\Model\Layer\Filter\AbstractFilter
The filter must be an object. Please set the correct filter.,The filter must be an object. Please set the correct filter.
Clear Price,Clear Price
The filters must be an array.,Филтрите трябва да бъдат масив.
Product was not registered,Product was not registered
Store was not registered,Store was not registered
Group price must be a number greater than 0.,Group price must be a number greater than 0.
Media Gallery converter should be an instance of EntryConverterInterface.,Media Gallery converter should be an instance of EntryConverterInterface.
There is no MediaGalleryEntryConverter for given type,There is no MediaGalleryEntryConverter for given type
Please enter a number 0 or greater in this field.,Please enter a number 0 or greater in this field.
"The value of attribute ""%1"" must be set","The value of attribute ""%1"" must be set"
SKU length should be %1 characters maximum.,SKU length should be %1 characters maximum.
Please enter a valid number in this field.,Моля въведете валидно число в полето.
"We found a duplicate website, tier price, customer group and quantity.","We found a duplicate website, tier price, customer group and quantity."
Invalid option id %1,Invalid option id %1
Can not create attribute set based on non product attribute set.,Can not create attribute set based on non product attribute set.
Can not create attribute set based on not existing attribute set,Can not create attribute set based on not existing attribute set
Provided Attribute set non product Attribute set.,Provided Attribute set non product Attribute set.
Use config,Използвай конфигурация
Attribute Set already exists.,Attribute Set already exists.
We couldn't copy file %1. Please delete media with non-existing images and try again.,We couldn't copy file %1. Please delete media with non-existing images and try again.
Cannot save product.,Cannot save product.
Failed to save new media gallery entry.,Failed to save new media gallery entry.
There is no image with provided ID.,There is no image with provided ID.
Such product doesn't exist,Such product doesn't exist
Such image doesn't exist,Such image doesn't exist
The image does not exist.,The image does not exist.
Please correct the image file type.,Please correct the image file type.
We couldn't move this file: %1.,We couldn't move this file: %1.
We can't find the image file.,We can't find the image file.
The option type to get group instance is incorrect.,The option type to get group instance is incorrect.
Select type options required values rows.,Изберете тип опции изискващи редове със стойности.
ProductSku should be specified,ProductSku should be specified
Could not remove custom option,Could not remove custom option
Please specify date required option(s).,"Моля, определете задължителните за дата опции."
Please specify time required option(s).,"Моля, определете задължителните за време опции."
Please specify product's required option(s).,Please specify product's required option(s).
The option instance type in options group is incorrect.,The option instance type in options group is incorrect.
The product instance type in options group is incorrect.,The product instance type in options group is incorrect.
The configuration item option instance in options group is incorrect.,The configuration item option instance in options group is incorrect.
The configuration item instance in options group is incorrect.,The configuration item instance in options group is incorrect.
The BuyRequest instance in options group is incorrect.,The BuyRequest instance in options group is incorrect.
We can't add the product to the cart because of an option validation issue.,We can't add the product to the cart because of an option validation issue.
%1 doesn't extends \Magento\Catalog\Model\Product\Option\Type\DefaultType,%1 doesn't extends \Magento\Catalog\Model\Product\Option\Type\DefaultType
The file options format is not valid.,The file options format is not valid.
px.,пикс..
The file '%1' for '%2' has an invalid extension.,The file '%1' for '%2' has an invalid extension.
The maximum allowed image size for '%1' is %2x%3 px.,The maximum allowed image size for '%1' is %2x%3 px.
The file '%1' you uploaded is larger than the %2 megabytes allowed by our server.,The file '%1' you uploaded is larger than the %2 megabytes allowed by our server.
The file '%1' is empty. Please choose another one,The file '%1' is empty. Please choose another one
The file '%1' is invalid. Please choose another one,The file '%1' is invalid. Please choose another one
File '%1' is not an image.,File '%1' is not an image.
Validation failed. Required options were not filled or the file was not uploaded.,Validation failed. Required options were not filled or the file was not uploaded.
The file you uploaded is larger than %1 Megabytes allowed by server,The file you uploaded is larger than %1 Megabytes allowed by server
Option required.,Option required.
The file is empty. Please choose another one,The file is empty. Please choose another one
Some of the selected item options are not currently available.,Some of the selected item options are not currently available.
The text is too long.,The text is too long.
This product doesn't have tier price,This product doesn't have tier price
"Product hasn't group price with such data: customerGroupId = '%1', website = %2, qty = %3","Product hasn't group price with such data: customerGroupId = '%1', website = %2, qty = %3"
Invalid data provided for tier_price,Invalid data provided for tier_price
Please provide valid data,Please provide valid data
Values of following attributes are invalid: %1,Values of following attributes are invalid: %1
Could not save group price,Could not save group price
"We can't create writeable directory ""%1"".","We can't create writeable directory ""%1""."
The file upload failed.,The file upload failed.
The product has required options.,The product has required options.
Something went wrong while processing the request.,Something went wrong while processing the request.
%1 doesn't extends \Magento\Catalog\Model\Product\Type\AbstractType,%1 doesn't extends \Magento\Catalog\Model\Product\Type\AbstractType
%1 doesn't extends \Magento\Catalog\Model\Product\Type\Price,%1 doesn't extends \Magento\Catalog\Model\Product\Type\Price
Not Visible Individually,Самостоятелно видимо никъде
"Catalog, Search","Каталог, Търсене"
Something went wrong while removing products from the websites.,Something went wrong while removing products from the websites.
Something went wrong while adding products to websites.,Something went wrong while adding products to websites.
"Group with id ""%1"" does not exist.","Group with id ""%1"" does not exist."
Attribute group that contains system attributes can not be deleted,Attribute group that contains system attributes can not be deleted
Collection provider is not registered,Collection provider is not registered
Unknown link type: %1,Unknown link type: %1
"Provided link type ""%1"" does not exist","Provided link type ""%1"" does not exist"
Invalid data provided for linked products,Invalid data provided for linked products
Product with SKU '%1' is not linked to product with SKU '%2',Product with SKU '%1' is not linked to product with SKU '%2'
Product %1 doesn't have linked %2 as %3,Product %1 doesn't have linked %2 as %3
Requested product doesn't exist,Requested product doesn't exist
Requested product does not support images.,Requested product does not support images.
Invalid product data: %1,Invalid product data: %1
Unable to remove product %1,Unable to remove product %1
There are not websites for assign to product,There are not websites for assign to product
"Could not assign product ""%1"" to websites ""%2""","Could not assign product ""%1"" to websites ""%2"""
"Could not save product ""%1"" with websites %2","Could not save product ""%1"" with websites %2"
We cannot determine the field name.,We cannot determine the field name.
Attribute '%1' is locked. %2,Attribute '%1' is locked. %2
Do not change the scope. %1,Do not change the scope. %1
A product type is not defined for the indexer.,Индексаторът няма дефиниран тип на продукта.
%1 doesn't extend \Magento\Catalog\Model\ResourceModel\Product\Indexer\Price\DefaultPrice,%1 doesn't extend \Magento\Catalog\Model\ResourceModel\Product\Indexer\Price\DefaultPrice
Product with SKU %1 is not linked to product with SKU %2,Product with SKU %1 is not linked to product with SKU %2
Dropdown,Падащо меню
%1 doesn't extend \Magento\Framework\Filter\Template,%1 doesn't extend \Magento\Framework\Filter\Template
fl,fl
123,123
Select...,Select...
Advanced Pricing,Advanced Pricing
Tier Price,Tier Price
Special Price From,Special Price From
Done,Готово
Add Selected,Add Selected
Select Attribute,Select Attribute
Create New Attribute,Създай нов атрибут
Customizable Options,Customizable Options
